Landscape,ForestCover,Point,Forest300,Dist,coffee300,Branch,BranchReplicate,TotalFruits,CBB,Sub_Fruto,Bean,BeanSize,BeanDamage,BeanDamage_Percentage,Adults,Brood,id
P2,43,10,7.42,36.06,74.61,T,T7,13,12,7,a,9,9,100,1,1,P2_10_T7
P2,43,10,7.42,36.06,74.61,T,T7,13,12,7,b,9,9,100,0,0,P2_10_T7
P2,43,10,7.42,36.06,74.61,T,T7,13,12,8,a,9,9,100,0,0,P2_10_T7
P2,43,10,7.42,36.06,74.61,T,T7,13,12,8,b,9,9,100,0,0,P2_10_T7
P2,43,10,7.42,36.06,74.61,T,T7,13,12,9,a,8,8,100,0,0,P2_10_T7
P2,43,10,7.42,36.06,74.61,T,T7,13,12,9,b,NA,NA,NA,NA,NA,P2_10_T7
P2,43,10,7.42,36.06,74.61,T,T7,13,12,10,a,8,8,100,0,0,P2_10_T7
P2,43,10,7.42,36.06,74.61,T,T7,13,12,10,b,8,8,100,0,0,P2_10_T7
P2,43,10,7.42,36.06,74.61,T,T7,13,12,11,a,8,8,100,0,0,P2_10_T7
P2,43,10,7.42,36.06,74.61,T,T7,13,12,11,b,NA,NA,NA,NA,NA,P2_10_T7
P2,43,10,7.42,36.06,74.61,T,T7,13,12,12,a,8,8,100,0,0,P2_10_T7
P2,43,10,7.42,36.06,74.61,T,T7,13,12,12,b,8,8,100,0,0,P2_10_T7
P2,43,10,7.42,36.06,74.61,T,T8,27,23,1,a,10,10,100,1,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,1,b,10,10,100,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,2,a,11,9,81.81818182,1,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,2,b,11,0,0,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,3,a,9,9,100,1,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,3,b,9,0,0,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,4,a,9,9,100,2,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,4,b,9,0,0,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,5,a,12,12,100,1,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,5,b,12,0,0,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,6,a,9,2,22.22222222,1,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,6,b,9,0,0,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,7,a,9,9,100,1,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,7,b,9,0,0,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,8,a,10,10,100,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,8,b,10,10,100,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,9,a,9,9,100,1,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,9,b,9,0,0,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,10,a,10,10,100,2,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,10,b,10,0,0,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,11,a,7,7,100,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,11,b,7,7,100,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,12,a,11,11,100,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,12,b,11,11,100,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,13,a,10,10,100,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,13,b,10,10,100,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,14,a,11,11,100,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,14,b,11,0,0,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,15,a,9,9,100,2,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,15,b,9,0,0,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,16,a,9,9,100,1,1,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,16,b,9,0,0,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,17,a,9,4,44.44444444,1,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,17,b,9,0,0,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,18,a,11,11,100,1,1,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,18,b,11,0,0,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,19,a,11,11,100,8,1,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,19,b,11,11,100,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,20,a,8,2,25,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,20,b,8,0,0,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,21,a,10,10,100,2,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,21,b,10,0,0,0,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,22,a,8,8,100,1,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,22,b,NA,NA,NA,NA,NA,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,23,a,9,9,100,1,0,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T8,27,23,23,b,NA,NA,NA,NA,NA,P2_10_T8
P2,43,10,7.42,36.06,74.61,T,T9,47,10,1,a,9,0,0,1,0,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,1,b,9,0,0,0,0,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,2,a,11,10,90.90909091,1,0,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,2,b,11,0,0,0,0,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,3,a,8,8,100,0,0,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,3,b,8,8,100,0,0,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,4,a,10,10,100,0,0,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,4,b,10,10,100,0,0,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,5,a,11,6,54.54545455,1,0,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,5,b,11,0,0,0,0,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,6,a,9,0,0,0,0,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,6,b,9,0,0,0,0,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,7,a,13,4,30.76923077,1,0,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,7,b,13,0,0,0,0,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,8,a,10,0,0,0,0,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,8,b,10,0,0,0,0,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,9,a,11,11,100,2,1,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,9,b,11,0,0,0,0,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,10,a,NA,NA,NA,NA,NA,P2_10_T9
P2,43,10,7.42,36.06,74.61,T,T9,47,10,10,b,NA,NA,NA,NA,NA,P2_10_T9
P2,43,10,7.42,36.06,74.61,C,C1,45,1,1,a,12,10,83.33333333,1,0,P2_10_C1
P2,43,10,7.42,36.06,74.61,C,C1,45,1,1,b,12,0,0,0,0,P2_10_C1
P2,43,10,7.42,36.06,74.61,C,C2,29,8,1,a,10,10,100,1,0,P2_10_C2
P2,43,10,7.42,36.06,74.61,C,C2,29,8,1,b,10,0,0,0,0,P2_10_C2
P2,43,10,7.42,36.06,74.61,C,C2,29,8,2,a,12,10,83.33333333,0,0,P2_10_C2
P2,43,10,7.42,36.06,74.61,C,C2,29,8,2,b,12,0,0,0,0,P2_10_C2
P2,43,10,7.42,36.06,74.61,C,C2,29,8,3,a,10,2,20,1,0,P2_10_C2
P2,43,10,7.42,36.06,74.61,C,C2,29,8,3,b,10,0,0,0,0,P2_10_C2
P2,43,10,7.42,36.06,74.61,C,C2,29,8,4,a,10,10,100,4,0,P2_10_C2
P2,43,10,7.42,36.06,74.61,C,C2,29,8,4,b,10,0,0,0,0,P2_10_C2
P2,43,10,7.42,36.06,74.61,C,C2,29,8,5,a,10,10,100,1,0,P2_10_C2
P2,43,10,7.42,36.06,74.61,C,C2,29,8,5,b,10,10,100,0,0,P2_10_C2
P2,43,10,7.42,36.06,74.61,C,C2,29,8,6,a,9,9,100,1,0,P2_10_C2
P2,43,10,7.42,36.06,74.61,C,C2,29,8,6,b,9,9,100,0,0,P2_10_C2
P2,43,10,7.42,36.06,74.61,C,C2,29,8,7,a,11,11,100,1,0,P2_10_C2
P2,43,10,7.42,36.06,74.61,C,C2,29,8,7,b,11,11,100,0,0,P2_10_C2
P2,43,10,7.42,36.06,74.61,C,C2,29,8,8,a,8,8,100,0,0,P2_10_C2
P2,43,10,7.42,36.06,74.61,C,C2,29,8,8,b,8,0,0,0,0,P2_10_C2
P2,43,10,7.42,36.06,74.61,C,C4,8,6,1,a,9,9,100,0,0,P2_10_C4
P2,43,10,7.42,36.06,74.61,C,C4,8,6,1,b,9,9,100,0,0,P2_10_C4
P2,43,10,7.42,36.06,74.61,C,C4,8,6,2,a,11,11,100,2,1,P2_10_C4
P2,43,10,7.42,36.06,74.61,C,C4,8,6,2,b,11,11,100,0,0,P2_10_C4
P2,43,10,7.42,36.06,74.61,C,C4,8,6,3,a,9,5,55.55555556,1,0,P2_10_C4
P2,43,10,7.42,36.06,74.61,C,C4,8,6,3,b,NA,NA,NA,NA,NA,P2_10_C4
P2,43,10,7.42,36.06,74.61,C,C4,8,6,4,a,8,8,100,1,1,P2_10_C4
P2,43,10,7.42,36.06,74.61,C,C4,8,6,4,b,NA,NA,NA,NA,NA,P2_10_C4
P2,43,10,7.42,36.06,74.61,C,C4,8,6,5,a,10,10,100,0,1,P2_10_C4
P2,43,10,7.42,36.06,74.61,C,C4,8,6,5,b,NA,NA,NA,NA,NA,P2_10_C4
P2,43,10,7.42,36.06,74.61,C,C4,8,6,6,a,7,7,100,0,1,P2_10_C4
P2,43,10,7.42,36.06,74.61,C,C4,8,6,6,b,NA,NA,NA,NA,NA,P2_10_C4
P2,43,10,7.42,36.06,74.61,C,C6,24,16,1,a,11,11,100,4,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,1,b,11,0,0,0,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,2,a,10,10,100,1,1,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,2,b,10,0,0,0,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,3,a,11,11,100,0,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,3,b,11,11,100,0,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,4,a,11,7,63.63636364,1,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,4,b,11,0,0,0,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,5,a,11,11,100,2,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,5,b,11,11,100,0,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,6,a,10,10,100,5,1,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,6,b,10,10,100,0,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,7,a,9,9,100,2,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,7,b,9,0,0,0,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,8,a,11,11,100,3,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,8,b,11,11,100,0,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,9,a,10,10,100,1,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,9,b,10,10,100,0,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,10,a,9,9,100,2,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,10,b,9,0,0,0,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,11,a,11,11,100,4,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,11,b,11,11,100,0,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,12,a,10,4,40,1,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,12,b,10,0,0,0,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,13,a,10,0,0,0,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,12,b,10,0,0,0,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,14,a,10,10,100,0,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,14,b,10,10,100,0,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,15,a,7,0,0,1,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,15,b,NA,NA,NA,NA,NA,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,16,a,8,0,0,1,0,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C6,24,16,16,b,NA,NA,NA,NA,NA,P2_10_C6
P2,43,10,7.42,36.06,74.61,C,C7,15,9,1,a,12,12,100,10,1,P2_10_C7
P2,43,10,7.42,36.06,74.61,C,C7,15,9,1,b,12,12,100,0,0,P2_10_C7
P2,43,10,7.42,36.06,74.61,C,C7,15,9,2,a,11,11,100,4,0,P2_10_C7
P2,43,10,7.42,36.06,74.61,C,C7,15,9,2,b,11,11,100,0,0,P2_10_C7
P2,43,10,7.42,36.06,74.61,C,C7,15,9,3,a,10,10,100,5,1,P2_10_C7
P2,43,10,7.42,36.06,74.61,C,C7,15,9,3,b,10,10,100,0,0,P2_10_C7
P2,43,10,7.42,36.06,74.61,C,C7,15,9,4,a,6,6,100,0,0,P2_10_C7
P2,43,10,7.42,36.06,74.61,C,C7,15,9,4,b,NA,NA,NA,NA,NA,P2_10_C7
P2,43,10,7.42,36.06,74.61,C,C7,15,9,5,a,7,7,100,0,0,P2_10_C7
P2,43,10,7.42,36.06,74.61,C,C7,15,9,5,b,NA,NA,NA,NA,NA,P2_10_C7
P2,43,10,7.42,36.06,74.61,C,C7,15,9,6,a,8,8,100,1,0,P2_10_C7
P2,43,10,7.42,36.06,74.61,C,C7,15,9,6,b,8,0,0,0,0,P2_10_C7
P2,43,10,7.42,36.06,74.61,C,C7,15,9,7,a,8,8,100,2,0,P2_10_C7
P2,43,10,7.42,36.06,74.61,C,C7,15,9,7,b,8,8,100,0,0,P2_10_C7
P2,43,10,7.42,36.06,74.61,C,C7,15,9,8,a,6,5,83.33333333,1,0,P2_10_C7
P2,43,10,7.42,36.06,74.61,C,C7,15,9,8,b,NA,NA,NA,NA,NA,P2_10_C7
P2,43,10,7.42,36.06,74.61,C,C7,15,9,9,a,9,9,100,1,0,P2_10_C7
P2,43,10,7.42,36.06,74.61,C,C7,15,9,9,b,NA,NA,NA,NA,NA,P2_10_C7
P2,43,10,7.42,36.06,74.61,C,C8,32,9,1,a,11,2,18.18181818,1,0,P2_10_C8
P2,43,10,7.42,36.06,74.61,C,C8,32,9,1,b,11,0,0,0,0,P2_10_C8
P2,43,10,7.42,36.06,74.61,C,C8,32,9,2,a,10,10,100,0,0,P2_10_C8
P2,43,10,7.42,36.06,74.61,C,C8,32,9,2,b,10,0,0,0,0,P2_10_C8
P2,43,10,7.42,36.06,74.61,C,C8,32,9,3,a,10,10,100,0,0,P2_10_C8
P2,43,10,7.42,36.06,74.61,C,C8,32,9,3,b,10,0,0,0,0,P2_10_C8
P2,43,10,7.42,36.06,74.61,C,C8,32,9,4,a,10,6,60,1,0,P2_10_C8
P2,43,10,7.42,36.06,74.61,C,C8,32,9,4,b,10,0,0,0,0,P2_10_C8
P2,43,10,7.42,36.06,74.61,C,C8,32,9,5,a,10,10,100,15,0,P2_10_C8
P2,43,10,7.42,36.06,74.61,C,C8,32,9,5,b,10,10,100,0,0,P2_10_C8
P2,43,10,7.42,36.06,74.61,C,C8,32,9,6,a,9,9,100,0,1,P2_10_C8
P2,43,10,7.42,36.06,74.61,C,C8,32,9,6,b,9,9,100,0,0,P2_10_C8
P2,43,10,7.42,36.06,74.61,C,C8,32,9,7,a,9,9,100,1,0,P2_10_C8
P2,43,10,7.42,36.06,74.61,C,C8,32,9,7,b,9,0,0,0,0,P2_10_C8
P2,43,10,7.42,36.06,74.61,C,C8,32,9,8,a,10,10,100,NA,0,P2_10_C8
P2,43,10,7.42,36.06,74.61,C,C8,32,9,8,b,10,0,0,0,0,P2_10_C8
P2,43,10,7.42,36.06,74.61,C,C8,32,9,9,a,8,8,100,2,0,P2_10_C8
P2,43,10,7.42,36.06,74.61,C,C8,32,9,9,b,8,8,100,0,0,P2_10_C8
P2,43,10,7.42,36.06,74.61,C,C9,28,1,1,a,12,12,100,3,1,P2_10_C9
P2,43,10,7.42,36.06,74.61,C,C9,28,1,1,b,12,0,0,0,0,P2_10_C9
P2,43,30,30.58,25,63.81,T,T2,55,5,1,a,11,0,0,1,0,P2_30_T2
P2,43,30,30.58,25,63.81,T,T2,55,5,1,b,11,0,0,0,0,P2_30_T2
P2,43,30,30.58,25,63.81,T,T2,55,5,2,a,10,8,80,1,1,P2_30_T2
P2,43,30,30.58,25,63.81,T,T2,55,5,2,b,10,0,0,0,0,P2_30_T2
P2,43,30,30.58,25,63.81,T,T2,55,5,3,a,10,5,50,0,0,P2_30_T2
P2,43,30,30.58,25,63.81,T,T2,55,5,3,b,10,0,0,0,0,P2_30_T2
P2,43,30,30.58,25,63.81,T,T2,55,5,4,a,11,11,100,0,0,P2_30_T2
P2,43,30,30.58,25,63.81,T,T2,55,5,4,b,11,11,100,0,0,P2_30_T2
P2,43,30,30.58,25,63.81,T,T2,55,5,5,a,11,6,54.54545455,0,1,P2_30_T2
P2,43,30,30.58,25,63.81,T,T2,55,5,5,b,NA,NA,NA,NA,NA,P2_30_T2
P2,43,30,30.58,25,63.81,T,T4,41,1,1,a,10,2,20,0,0,P2_30_T4
P2,43,30,30.58,25,63.81,T,T4,41,1,1,b,10,0,0,0,0,P2_30_T4
P2,43,30,30.58,25,63.81,C,C1,20,3,1,a,8,8,100,0,0,P2_30_C1
P2,43,30,30.58,25,63.81,C,C1,20,3,1,b,8,0,0,0,0,P2_30_C1
P2,43,30,30.58,25,63.81,C,C1,20,3,2,a,9,6,66.66666667,0,0,P2_30_C1
P2,43,30,30.58,25,63.81,C,C1,20,3,2,b,9,0,0,0,0,P2_30_C1
P2,43,30,30.58,25,63.81,C,C1,20,3,3,a,10,10,100,0,0,P2_30_C1
P2,43,30,30.58,25,63.81,C,C1,20,3,3,b,10,0,0,0,0,P2_30_C1
P2,43,60,53.3,69.46,32.15,T,T1,18,1,1,a,10,2,20,0,0,P2_60_T1
P2,43,60,53.3,69.46,32.15,T,T1,18,1,1,b,10,0,0,0,0,P2_60_T1
P2,43,60,53.3,69.46,32.15,T,T2,25,4,1,a,11,6,54.54545455,0,0,P2_60_T2
P2,43,60,53.3,69.46,32.15,T,T2,25,4,1,b,11,0,0,0,0,P2_60_T2
P2,43,60,53.3,69.46,32.15,T,T2,25,4,2,a,11,5,45.45454545,0,1,P2_60_T2
P2,43,60,53.3,69.46,32.15,T,T2,25,4,2,b,11,0,0,0,0,P2_60_T2
P2,43,60,53.3,69.46,32.15,T,T2,25,4,3,a,9,3,33.33333333,1,0,P2_60_T2
P2,43,60,53.3,69.46,32.15,T,T2,25,4,3,b,9,0,0,0,0,P2_60_T2
P2,43,60,53.3,69.46,32.15,T,T2,25,4,4,a,9,6,66.66666667,0,0,P2_60_T2
P2,43,60,53.3,69.46,32.15,T,T2,25,4,4,b,9,2,22.22222222,0,0,P2_60_T2
P2,43,60,53.3,69.46,32.15,T,T3,20,6,1,a,10,6,60,0,0,P2_60_T3
P2,43,60,53.3,69.46,32.15,T,T3,20,6,1,b,10,0,0,0,0,P2_60_T3
P2,43,60,53.3,69.46,32.15,T,T3,20,6,2,a,10,0,0,0,0,P2_60_T3
P2,43,60,53.3,69.46,32.15,T,T3,20,6,2,b,10,0,0,0,0,P2_60_T3
P2,43,60,53.3,69.46,32.15,T,T3,20,6,3,a,10,0,0,0,0,P2_60_T3
P2,43,60,53.3,69.46,32.15,T,T3,20,6,3,b,10,0,0,0,0,P2_60_T3
P2,43,60,53.3,69.46,32.15,T,T3,20,6,4,a,10,10,100,1,1,P2_60_T3
P2,43,60,53.3,69.46,32.15,T,T3,20,6,4,b,11,0,0,0,0,P2_60_T3
P2,43,60,53.3,69.46,32.15,T,T3,20,6,5,a,10,8,80,0,0,P2_60_T3
P2,43,60,53.3,69.46,32.15,T,T3,20,6,5,b,10,0,0,0,0,P2_60_T3
P2,43,60,53.3,69.46,32.15,T,T3,20,6,6,a,9,0,0,0,0,P2_60_T3
P2,43,60,53.3,69.46,32.15,T,T3,20,6,6,b,9,0,0,0,0,P2_60_T3
P2,43,60,53.3,69.46,32.15,T,T4,23,7,1,a,9,6,66.66666667,1,1,P2_60_T4
P2,43,60,53.3,69.46,32.15,T,T4,23,7,1,b,9,4,44.44444444,0,0,P2_60_T4
P2,43,60,53.3,69.46,32.15,T,T4,23,7,2,a,10,10,100,3,1,P2_60_T4
P2,43,60,53.3,69.46,32.15,T,T4,23,7,2,b,10,2,20,0,0,P2_60_T4
P2,43,60,53.3,69.46,32.15,T,T4,23,7,3,a,10,2,20,1,0,P2_60_T4
P2,43,60,53.3,69.46,32.15,T,T4,23,7,3,b,10,0,0,0,0,P2_60_T4
P2,43,60,53.3,69.46,32.15,T,T4,23,7,4,a,10,3,30,1,1,P2_60_T4
P2,43,60,53.3,69.46,32.15,T,T4,23,7,4,b,10,0,0,0,0,P2_60_T4
P2,43,60,53.3,69.46,32.15,T,T4,23,7,5,a,9,9,100,0,0,P2_60_T4
P2,43,60,53.3,69.46,32.15,T,T4,23,7,5,b,9,0,0,4,1,P2_60_T4
P2,43,60,53.3,69.46,32.15,T,T4,23,7,6,a,10,0,0,0,0,P2_60_T4
P2,43,60,53.3,69.46,32.15,T,T4,23,7,6,b,10,0,0,0,0,P2_60_T4
P2,43,60,53.3,69.46,32.15,T,T4,23,7,7,a,10,2,20,1,0,P2_60_T4
P2,43,60,53.3,69.46,32.15,T,T4,23,7,7,b,10,0,0,0,0,P2_60_T4
P2,43,60,53.3,69.46,32.15,T,T5,50,15,1,a,10,8,80,1,1,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,1,b,10,0,0,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,2,a,9,0,0,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,2,b,9,0,0,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,3,a,10,6,60,1,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,3,b,10,0,0,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,4,a,9,9,100,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,4,b,9,9,100,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,5,a,10,0,0,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,5,b,10,0,0,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,6,a,11,11,100,6,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,6,b,11,0,0,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,7,a,9,2,22.22222222,1,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,7,b,9,0,0,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,8,a,10,2,20,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,8,b,10,0,0,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,9,a,10,0,0,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,9,b,10,0,0,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,10,a,10,2,20,1,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,10,b,10,0,0,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,11,a,10,10,100,0,1,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,11,b,10,2,20,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,12,a,9,0,0,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,12,b,9,0,0,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,13,a,10,0,0,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,13,b,10,0,0,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,14,a,9,0,0,1,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,14,b,9,0,0,0,0,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,15,a,NA,NA,NA,NA,NA,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T5,50,15,15,b,NA,NA,NA,NA,NA,P2_60_T5
P2,43,60,53.3,69.46,32.15,T,T6,39,6,1,a,10,6,60,0,0,P2_60_T6
P2,43,60,53.3,69.46,32.15,T,T6,39,6,1,b,10,0,0,0,0,P2_60_T6
P2,43,60,53.3,69.46,32.15,T,T6,39,6,2,a,9,9,100,0,0,P2_60_T6
P2,43,60,53.3,69.46,32.15,T,T6,39,6,2,b,9,0,0,0,0,P2_60_T6
P2,43,60,53.3,69.46,32.15,T,T6,39,6,3,a,8,8,100,0,0,P2_60_T6
P2,43,60,53.3,69.46,32.15,T,T6,39,6,3,b,8,0,0,0,0,P2_60_T6
P2,43,60,53.3,69.46,32.15,T,T6,39,6,4,a,9,2,22.22222222,1,0,P2_60_T6
P2,43,60,53.3,69.46,32.15,T,T6,39,6,4,b,9,0,0,0,0,P2_60_T6
P2,43,60,53.3,69.46,32.15,T,T6,39,6,5,a,10,10,100,0,0,P2_60_T6
P2,43,60,53.3,69.46,32.15,T,T6,39,6,5,b,10,10,100,0,0,P2_60_T6
P2,43,60,53.3,69.46,32.15,T,T6,39,6,6,a,9,2,22.22222222,1,0,P2_60_T6
P2,43,60,53.3,69.46,32.15,T,T6,39,6,6,b,9,0,0,0,0,P2_60_T6
